ï..year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
2019,12,10,Tuesday,15,20,NA,NA,bowel,NA,,ap,236
2019,12,10,Tuesday,9,25,NA,NA,bottle,4,oz,ap,236
2019,12,10,Tuesday,11,15,NA,NA,bottle,4,oz,ap,236
2019,12,10,Tuesday,14,40,NA,NA,bottle,3,oz,ap,236
2019,12,10,Tuesday,10,10,11,0,nap,NA,,ap,236
2019,12,10,Tuesday,8,20,NA,NA,solids,3,biscuit_gravy_orange,ap,236
2019,12,10,Tuesday,11,20,NA,NA,solids,3,greenbeans,ap,236
2019,12,10,Tuesday,14,20,NA,NA,solids,2,graham_crackers,ap,236
2019,12,11,Wednesday,7,30,NA,NA,wet,NA,,kc,237
2019,12,11,Wednesday,9,30,NA,NA,wet,NA,,kc,237
2019,12,11,Wednesday,11,35,NA,NA,wet,NA,,ap,237
2019,12,11,Wednesday,14,18,NA,NA,wet,NA,,ap,237
2019,12,11,Wednesday,8,30,NA,NA,bottle,3,oz,kc,237
2019,12,11,Wednesday,10,7,NA,NA,bottle,4,oz,kc,237
2019,12,11,Wednesday,14,5,NA,NA,bottle,4,oz,ap,237
2019,12,11,Wednesday,14,48,NA,NA,bottle,3,oz,ap,237
2019,12,11,Wednesday,10,35,11,32,nap,NA,,ap,237
2019,12,11,Wednesday,8,0,NA,NA,solids,3,cheerio,kc,237
2019,12,11,Wednesday,11,40,NA,NA,solids,2.5,ham_mashedpotato_strawberry,ap,237
2019,12,11,Wednesday,14,0,NA,NA,solids,3,gcracker_apple,ap,237
2019,12,12,Thursday,7,40,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,9,50,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,11,30,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,13,20,NA,NA,wet,NA,,ap,238
2019,12,12,Thursday,15,0,NA,NA,wet,NA,,kc,238
2019,12,12,Thursday,9,55,NA,NA,bottle,2,oz,ap,238
2019,12,12,Thursday,10,25,NA,NA,bottle,3,oz,ap,238
2019,12,12,Thursday,13,10,NA,NA,bottle,1,oz,ap,238
2019,12,12,Thursday,14,57,NA,NA,bottle,3,oz,ap,238
2019,12,12,Thursday,10,30,11,20,nap,NA,,ap,238
2019,12,12,Thursday,8,15,NA,NA,solids,3,banana_toast,ap,238
2019,12,12,Thursday,12,15,NA,NA,solids,2,turkey_cheese_applesauce,ap,238
2019,12,12,Thursday,14,0,NA,NA,solids,3,crackers_cheese,ap,238
2019,12,13,Friday,7,0,NA,NA,dry,NA,,kc,239
2019,12,13,Friday,9,30,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,10,25,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,12,55,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,14,55,NA,NA,wet,NA,,kc,239
2019,12,13,Friday,8,0,NA,NA,bottle,3,oz,kc,239
2019,12,13,Friday,10,45,NA,NA,bottle,3,oz,kc,239
2019,12,13,Friday,13,30,NA,NA,bottle,1,oz,kc,239
2019,12,13,Friday,14,30,NA,NA,bottle,3,oz,kc,239
2019,12,13,Friday,11,0,12,49,nap,NA,,kc,239
2019,12,13,Friday,10,50,NA,NA,solids,3,irongoo_vegetable,kc,239
2019,12,13,Friday,14,0,NA,NA,solids,3,irongoo,kc,239
2019,12,17,Tuesday,7,30,NA,NA,wet,NA,,ap,243
2019,12,17,Tuesday,9,15,NA,NA,wet,NA,,ap,243
2019,12,17,Tuesday,12,23,NA,NA,wet,NA,,ap,243
2019,12,17,Tuesday,14,15,NA,NA,dry,NA,,ap,243
2019,12,17,Tuesday,10,40,NA,NA,bottle,3,oz,ap,243
2019,12,17,Tuesday,13,45,NA,NA,bottle,4,oz,ap,243
2019,12,17,Tuesday,11,5,12,20,nap,NA,,ap,243
2019,12,17,Tuesday,8,0,NA,NA,solids,3,waffle,ap,243
2019,12,17,Tuesday,10,30,NA,NA,solids,0,ham_squash_corn,ap,243
2019,12,17,Tuesday,14,0,NA,NA,solids,3,bread_raisin,ap,243
2019,12,18,Wednesday,8,0,NA,NA,wet,NA,,ap,244
2019,12,18,Wednesday,10,5,NA,NA,wet,NA,,ap,244
2019,12,18,Wednesday,12,25,NA,NA,wet,NA,,ij,244
2019,12,18,Wednesday,14,25,NA,NA,wet,NA,,ap,244
2019,12,18,Wednesday,15,22,NA,NA,dry,NA,,kc,244
2019,12,18,Wednesday,9,55,NA,NA,bottle,3,oz,ap,244
2019,12,18,Wednesday,11,5,NA,NA,bottle,1,oz,ap,244
2019,12,18,Wednesday,13,0,NA,NA,bottle,2,oz,ap,244
2019,12,18,Wednesday,11,10,12,15,nap,NA,,ap,244
2019,12,18,Wednesday,7,50,NA,NA,solids,3,irongoo,ap,244
2019,12,18,Wednesday,10,30,NA,NA,solids,1,squash,ap,244
2019,12,18,Wednesday,14,0,NA,NA,solids,3,irongoo,ap,244
2019,12,19,Thursday,8,10,NA,NA,wet,NA,,ap,245
2019,12,19,Thursday,10,5,NA,NA,wet,NA,,ap,245
2019,12,19,Thursday,13,7,NA,NA,bowel,NA,,ap,245
2019,12,19,Thursday,15,0,NA,NA,dry,NA,,ap,245
2019,12,19,Thursday,8,55,NA,NA,bottle,1,oz,ap,245
2019,12,19,Thursday,13,13,NA,NA,bottle,1,oz,ap,245
2019,12,19,Thursday,13,40,NA,NA,bottle,2,oz,ap,245
2019,12,19,Thursday,7,50,NA,NA,solids,2.5,irongoo,ap,245
2019,12,19,Thursday,10,20,NA,NA,solids,3,carrot,ap,245
2019,12,19,Thursday,14,30,NA,NA,solids,3,irongoo_carrot,ap,245
2019,12,19,Thursday,11,28,13,5,nap,NA,,ap,245
2020,1,6,Monday,7,14,NA,NA,dry,NA,,kc,263
2020,1,6,Monday,9,0,NA,NA,wet,NA,,ap,263
2020,1,6,Monday,12,30,NA,NA,wet,NA,,ap,263
2020,1,6,Monday,14,20,NA,NA,wet,NA,,ap,263
2020,1,6,Monday,9,10,NA,NA,bottle,3,oz,ap,263
2020,1,6,Monday,13,25,NA,NA,bottle,4,oz,ap,263
2020,1,6,Monday,11,10,12,17,nap,NA,,ap,263
2020,1,6,Monday,8,0,NA,NA,solids,3,raisinbran,ap,263
2020,1,6,Monday,10,45,NA,NA,solids,3,meatballs_mashedpotato_strawberry,ap,263
2020,1,6,Monday,13,45,NA,NA,solids,3,cheese,ap,263
2020,1,8,Wednesday,10,10,NA,NA,wet,NA,,ap,265
2020,1,8,Wednesday,12,30,NA,NA,wet,NA,,kc,265
2020,1,8,Wednesday,14,25,NA,NA,wet,NA,,ap,265
2020,1,8,Wednesday,11,5,NA,NA,bottle,2,oz,ap,265
2020,1,8,Wednesday,13,15,NA,NA,bottle,3,oz,ap,265
2020,1,8,Wednesday,11,15,12,30,nap,NA,,ap,265
2020,1,8,Wednesday,10,30,NA,NA,solids,3,noodles,ap,265
2020,1,8,Wednesday,14,10,NA,NA,solids,3,fruit,ap,265
2020,1,9,Thursday,7,5,NA,NA,dry,NA,,kc,266
2020,1,9,Thursday,8,30,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,10,20,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,12,45,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,14,30,NA,NA,wet,NA,,ap,266
2020,1,9,Thursday,9,35,NA,NA,bottle,1,oz,ap,266
2020,1,9,Thursday,11,0,NA,NA,bottle,0,oz,ap,266
2020,1,9,Thursday,12,55,NA,NA,bottle,1.5,oz,ap,266
2020,1,9,Thursday,8,10,NA,NA,solids,2,fruit,ap,266
2020,1,9,Thursday,10,40,NA,NA,solids,3,noodles,ap,266
2020,1,9,Thursday,14,5,NA,NA,solids,3,fruit,ap,266
2020,1,9,Thursday,11,10,11,45,nap,NA,,ap,266
2020,1,10,Friday,8,30,NA,NA,wet,NA,,ap,267
2020,1,10,Friday,9,15,NA,NA,bowel,NA,,ap,267
2020,1,10,Friday,12,50,NA,NA,wet,NA,,ap,267
2020,1,10,Friday,9,0,NA,NA,bottle,1,oz,ap,267
2020,1,10,Friday,11,20,NA,NA,bottle,2,oz,ap,267
2020,1,10,Friday,8,0,NA,NA,solids,3,cheese_toast_apple,ap,267
2020,1,10,Friday,11,5,NA,NA,solids,3,noodles_banana_veggies,ap,267
2020,1,10,Friday,14,10,NA,NA,solids,3,gcracker,ap,267
2020,1,10,Friday,11,25,12,30,nap,NA,,ap,267
2020,1,13,Monday,7,45,NA,NA,wet,NA,,ap,270
2020,1,13,Monday,9,55,NA,NA,wet,NA,,ap,270
2020,1,13,Monday,12,25,NA,NA,wet,NA,,ap,270
2020,1,13,Monday,13,50,NA,NA,wet,NA,,kc,270
2020,1,13,Monday,11,7,12,20,nap,NA,,ap,270
2020,1,13,Monday,11,5,NA,NA,bottle,1,oz,ap,270
2020,1,13,Monday,14,0,NA,NA,bottle,2,oz,ap,270
2020,1,13,Monday,8,15,NA,NA,solids,3,cheerios,ap,270
2020,1,13,Monday,10,50,NA,NA,solids,3,noodles,ap,270
2020,1,13,Monday,14,5,NA,NA,solids,2,apple,ap,270
2020,1,14,Tuesday,8,10,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,10,10,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,12,0,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,14,30,NA,NA,wet,NA,,ap,271
2020,1,14,Tuesday,9,15,NA,NA,bottle,2,oz,ap,271
2020,1,14,Tuesday,13,10,NA,NA,bottle,0.5,oz,ap,271
2020,1,14,Tuesday,10,27,11,30,nap,NA,,ap,271
2020,1,14,Tuesday,8,40,NA,NA,solids,1,toast_apple,ap,271
2020,1,14,Tuesday,11,30,NA,NA,solids,2.5,apple,ap,271
2020,1,14,Tuesday,14,15,NA,NA,solids,3,fruit,ap,271
2020,1,15,Wednesday,8,30,NA,NA,wet,NA,,ap,272
2020,1,15,Wednesday,10,6,NA,NA,bowel,NA,,kc,272
2020,1,15,Wednesday,12,12,NA,NA,wet,NA,,ap,272
2020,1,15,Wednesday,14,0,NA,NA,dry,NA,,ap,272
2020,1,15,Wednesday,11,7,12,9,nap,NA,,ap,272
2020,1,15,Wednesday,9,10,NA,NA,bottle,0,oz,ap,272
2020,1,15,Wednesday,11,0,NA,NA,bottle,1,oz,ap,272
2020,1,15,Wednesday,13,0,NA,NA,bottle,0,oz,ap,272
2020,1,15,Wednesday,8,10,NA,NA,solids,3,cereal,ap,272
2020,1,15,Wednesday,10,50,NA,NA,solids,2,turkey_potato_pineapple,ap,272
2020,1,15,Wednesday,13,55,NA,NA,solids,NA,banana_animalcrackers,ap,272
2020,1,16,Thursday,7,2,NA,NA,dry,NA,,kc,273
2020,1,16,Thursday,8,30,NA,NA,wet,NA,,ap,273
2020,1,16,Thursday,10,30,NA,NA,wet,NA,,ap,273
2020,1,16,Thursday,12,20,NA,NA,wet,NA,,ap,273
2020,1,16,Thursday,14,6,NA,NA,wet,NA,,kc,273
2020,1,16,Thursday,9,30,NA,NA,bottle,0.5,oz,ap,273
2020,1,16,Thursday,14,20,NA,NA,bottle,0,oz,ap,273
2020,1,16,Thursday,11,20,12,15,nap,NA,,ap,273
2020,1,16,Thursday,8,10,NA,NA,solids,3,toast_oatmeal,ap,273
2020,1,16,Thursday,10,45,NA,NA,solids,3,chicken_broccoli_pineapple,ap,273
2020,1,16,Thursday,12,25,NA,NA,solids,3,blueberries,ap,273
2020,1,16,Thursday,13,45,NA,NA,solids,3,blueberries_animalcrackers_yogurt,ap,273
